"No.","Time","Source","Destination","Protocol","Length","Info"
"83","0.446558","172.16.3.2","172.16.1.2","TCP","66","22  >  18641 [ACK] Seq=1955 Ack=25995 Win=65728 Len=0 TSval=1458448803 TSecr=4060632992"
"84","0.447027","172.16.3.2","172.16.1.2","TCP","66","22  >  18641 [ACK] Seq=1955 Ack=28495 Win=65728 Len=0 TSval=1458448818 TSecr=4060632992"
"85","0.448168","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"86","0.448187","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"87","0.466455","172.16.3.2","172.16.1.2","TCP","66","22  >  18641 [ACK] Seq=1955 Ack=31359 Win=65728 Len=0 TSval=1458448822 TSecr=4060632992"
"88","0.466480","172.16.3.2","172.16.1.2","TCP","66","22  >  18641 [ACK] Seq=1955 Ack=34223 Win=65728 Len=0 TSval=1458448822 TSecr=4060633012"
"89","0.466487","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 88#1] 22  >  18641 [ACK] Seq=1955 Ack=34223 Win=65728 Len=0 TSval=1458448822 TSecr=4060633012"
"90","0.467040","172.16.3.2","172.16.1.2","TCP","66","22  >  18641 [ACK] Seq=1955 Ack=37087 Win=65728 Len=0 TSval=1458448837 TSecr=4060633051"
"91","0.467182","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 90#1] 22  >  18641 [ACK] Seq=1955 Ack=37087 Win=65728 Len=0 TSval=1458448837 TSecr=4060633051"
"92","0.469293","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"93","0.469331","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
