"No.","Time","Source","Destination","Protocol","Length","Info"
"75","0.439781","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"76","0.439923","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"77","0.440188","172.16.1.2","172.16.3.2","SSHv2","642","Client: "
"78","0.450906","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 60#2] 22  >  42610 [ACK] Seq=1971 Ack=18735 Win=65728 Len=0 TSval=2117459073 TSecr=361667762"
"79","0.452752","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"80","0.452770","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"81","0.452781","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"82","0.452792","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"83","0.452804","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"84","0.458928","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=21599 Win=65728 Len=0 TSval=2117459073 TSecr=361667801"
"85","0.458949","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=24463 Win=65728 Len=0 TSval=2117459073 TSecr=361667801"
"86","0.458956","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=25895 Win=65728 Len=0 TSval=2117459085 TSecr=361667801"
"87","0.459258","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=28759 Win=65728 Len=0 TSval=2117459085 TSecr=361667801"
"88","0.459439","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=31623 Win=65728 Len=0 TSval=2117459085 TSecr=361667801"
"89","0.460540","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"90","0.460571","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"91","0.460632","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"92","0.460662","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"93","0.460716","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"94","0.460744","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"95","0.460818","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"96","0.460860","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"97","0.460915","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"98","0.460943","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"99","0.460956","172.16.1.2","172.16.3.2","SSHv2","786","Client: "
"100","0.479137","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=34487 Win=65728 Len=0 TSval=2117459097 TSecr=361667801"
"101","0.479175","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=37351 Win=65728 Len=0 TSval=2117459097 TSecr=361667801"
"102","0.479182","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=40215 Win=65728 Len=0 TSval=2117459097 TSecr=361667801"
"103","0.479188","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 102#1] 22  >  42610 [ACK] Seq=1971 Ack=40215 Win=65728 Len=0 TSval=2117459097 TSecr=361667801"
"104","0.479532","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=42207 Win=65728 Len=0 TSval=2117459108 TSecr=361667801"
"105","0.479557","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=45071 Win=65728 Len=0 TSval=2117459108 TSecr=361667816"
"106","0.498161","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=47935 Win=65728 Len=0 TSval=2117459114 TSecr=361667816"
"107","0.498193","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=50799 Win=65728 Len=0 TSval=2117459114 TSecr=361667821"
"108","0.498197","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=53663 Win=65728 Len=0 TSval=2117459114 TSecr=361667821"
"109","0.498200","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 108#1] 22  >  42610 [ACK] Seq=1971 Ack=53663 Win=65728 Len=0 TSval=2117459114 TSecr=361667821"
"110","0.526708","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=56527 Win=65728 Len=0 TSval=2117459125 TSecr=361667821"
"111","0.526713","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=59391 Win=65728 Len=0 TSval=2117459125 TSecr=361667821"
"112","0.526716","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=62255 Win=65728 Len=0 TSval=2117459136 TSecr=361667821"
"113","0.526720","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=62959 Win=65728 Len=0 TSval=2117459136 TSecr=361667821"
"114","0.526866","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 113#1] 22  >  42610 [ACK] Seq=1971 Ack=62959 Win=65728 Len=0 TSval=2117459146 TSecr=361667821"
"115","0.527704","172.16.1.2","172.16.3.2","MPTCP","74","[TCP Dup ACK 39#2] 42610  >  22 [ACK] Seq=62959 Ack=1971 Win=65728 Len=0 TSval=361667893 TSecr=2117459146"
"116","0.528448","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"117","0.528474","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"118","0.528495","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"119","0.528523","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"120","0.528580","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"121","0.528606","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"122","0.528640","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"123","0.528670","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"124","0.528768","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"125","0.528797","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"126","0.528830","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"127","0.528856","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"128","0.528900","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"129","0.528951","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"130","0.529008","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"131","0.529036","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"132","0.529067","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"133","0.529171","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"134","0.529199","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"135","0.529253","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"136","0.529305","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"137","0.529381","172.16.1.2","172.16.3.2","SSHv2","1346","Client: "
"138","0.548412","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=65823 Win=65728 Len=0 TSval=2117459164 TSecr=361667893"
"139","0.548428","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=68687 Win=65728 Len=0 TSval=2117459164 TSecr=361667893"
"140","0.548988","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=71551 Win=65728 Len=0 TSval=2117459178 TSecr=361667893"
"141","0.549014","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=74415 Win=65728 Len=0 TSval=2117459178 TSecr=361667893"
"142","0.556544","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=75847 Win=65728 Len=0 TSval=2117459183 TSecr=361667893"
"143","0.568758","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=78711 Win=65728 Len=0 TSval=2117459183 TSecr=361667893"
"144","0.568782","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=81575 Win=65728 Len=0 TSval=2117459183 TSecr=361667893"
"145","0.569145","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=84439 Win=65728 Len=0 TSval=2117459195 TSecr=361667893"
"146","0.569160","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=87303 Win=65728 Len=0 TSval=2117459195 TSecr=361667893"
"147","0.569337","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=90167 Win=65728 Len=0 TSval=2117459195 TSecr=361667893"
"148","0.569365","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 147#1] 22  >  42610 [ACK] Seq=1971 Ack=90167 Win=65728 Len=0 TSval=2117459195 TSecr=361667893"
"149","0.570480","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"150","0.570509","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"151","0.570630","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"152","0.570667","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"153","0.570760","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"154","0.581182","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"155","0.581209","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"156","0.581242","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"157","0.581284","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"158","0.581314","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"159","0.581374","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"160","0.581399","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"161","0.581431","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"162","0.581488","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"163","0.581515","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"164","0.581627","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"165","0.581658","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"166","0.581692","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"167","0.581724","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"168","0.581762","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"169","0.581806","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"170","0.581839","172.16.1.2","172.16.3.2","SSHv2","1346","Client: "
"171","0.588410","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=93031 Win=65728 Len=0 TSval=2117459205 TSecr=361667893"
"172","0.588439","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=95727 Win=65728 Len=0 TSval=2117459205 TSecr=361667893"
"173","0.588448","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=98591 Win=65728 Len=0 TSval=2117459205 TSecr=361667935"
"174","0.588923","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=101455 Win=65728 Len=0 TSval=2117459213 TSecr=361667935"
"175","0.588987","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=104319 Win=65728 Len=0 TSval=2117459213 TSecr=361667942"
"176","0.589179","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=105751 Win=65728 Len=0 TSval=2117459213 TSecr=361667942"
"177","0.609163","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=108615 Win=65728 Len=0 TSval=2117459225 TSecr=361667942"
"178","0.609189","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=111479 Win=65728 Len=0 TSval=2117459225 TSecr=361667942"
"179","0.609198","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=112911 Win=65728 Len=0 TSval=2117459225 TSecr=361667942"
"180","0.609724","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=115775 Win=65728 Len=0 TSval=2117459234 TSecr=361667942"
"181","0.609921","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=118639 Win=65728 Len=0 TSval=2117459234 TSecr=361667942"
"182","0.616316","172.16.1.2","172.16.3.2","MPTCP","74","[TCP Dup ACK 39#3] 42610  >  22 [ACK] Seq=125631 Ack=1971 Win=65728 Len=0 TSval=361667982 TSecr=2117459234"
"183","0.628778","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=121503 Win=65728 Len=0 TSval=2117459247 TSecr=361667942"
"184","0.628862","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=124367 Win=65728 Len=0 TSval=2117459247 TSecr=361667942"
"185","0.628926","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=125631 Win=65728 Len=0 TSval=2117459247 TSecr=361667942"
"186","0.636771","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 185#1] 22  >  42610 [ACK] Seq=1971 Ack=125631 Win=65728 Len=0 TSval=2117459265 TSecr=361667942"
"187","0.637767","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"188","0.637787","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"189","0.637803","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"190","0.637841","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"191","0.637865","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"192","0.647751","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 185#2] 22  >  42610 [ACK] Seq=1971 Ack=125631 Win=65728 Len=0 TSval=2117459273 TSecr=361667942"
"193","0.648187","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=128495 Win=65728 Len=0 TSval=2117459273 TSecr=361668003"
"194","0.648198","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=131359 Win=65728 Len=0 TSval=2117459273 TSecr=361668003"
"195","0.657755","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"196","0.657797","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"197","0.657814","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"198","0.657877","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"199","0.657912","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"200","0.668096","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=132791 Win=65728 Len=0 TSval=2117459295 TSecr=361668003"
"201","0.668427","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=135655 Win=65728 Len=0 TSval=2117459295 TSecr=361668022"
"202","0.668452","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=138519 Win=65728 Len=0 TSval=2117459295 TSecr=361668022"
"203","0.669086","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"204","0.669118","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"205","0.669163","172.16.1.2","172.16.3.2","SSHv2","1346","Client: "
"206","0.676674","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=139951 Win=65728 Len=0 TSval=2117459306 TSecr=361668022"
"207","0.689665","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=142815 Win=65728 Len=0 TSval=2117459306 TSecr=361668035"
"208","0.709456","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=144079 Win=65728 Len=0 TSval=2117459335 TSecr=361668035"
"209","0.710215","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"210","0.710238","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"211","0.710313","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"212","0.710331","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"213","0.710443","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"214","0.716885","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 208#1] 22  >  42610 [ACK] Seq=1971 Ack=144079 Win=65728 Len=0 TSval=2117459344 TSecr=361668035"
"215","0.729324","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=146943 Win=65728 Len=0 TSval=2117459344 TSecr=361668076"
"216","0.729343","172.16.3.2","172.16.1.2","TCP","66","22  >  42610 [ACK] Seq=1971 Ack=149807 Win=65728 Len=0 TSval=2117459344 TSecr=361668076"
"217","0.737445","172.16.3.2","172.16.1.2","MPTCP","74","22  >  42610 [ACK] Seq=1971 Ack=151239 Win=65728 Len=0 TSval=2117459366 TSecr=361668076"
"218","0.748787","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 217#1] 22  >  42610 [ACK] Seq=1971 Ack=151239 Win=65728 Len=0 TSval=2117459373 TSecr=361668076"
"219","0.769281","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 217#2] 22  >  42610 [ACK] Seq=1971 Ack=151239 Win=65728 Len=0 TSval=2117459395 TSecr=361668076"
"220","0.769313","172.16.3.2","172.16.1.2","MPTCP","74","[TCP Dup ACK 217#3] 22  >  42610 [ACK] Seq=1971 Ack=151239 Win=65728 Len=0 TSval=2117459395 TSecr=361668076"
"221","0.777306","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"222","0.777338","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"223","0.777351","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"224","0.777382","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"225","0.777397","172.16.1.2","172.16.3.2","SSHv2","1346","Client: "
"226","0.797982","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
"227","0.798003","172.16.1.2","172.16.3.2","SSHv2","1514","Client: "
