2864,65728,81,25,24176,65728,174,15,0,2864,65728,75,25,19880,65728,166,19,3815
7160,65728,75,25,17016,65728,162,19,1,4296,65728,74,20,15584,65728,170,19,3433
4296,65728,74,20,15584,65728,170,19,1,2864,65728,73,16,17016,65728,173,18,2669
2864,65728,73,16,17016,65728,173,18,0,0,65728,71,17,12720,65728,193,28,2861
0,65728,71,17,12720,65728,193,28,1,0,65728,71,17,14320,65728,193,21,3243
0,65728,71,17,14320,65728,193,21,0,6992,65728,71,17,10024,65728,200,19,3212
6992,65728,71,17,10024,65728,200,19,1,2696,65728,63,17,18616,65728,199,16,3064
2696,65728,63,17,18616,65728,199,16,1,0,65728,60,16,17184,65728,191,17,3316
0,65728,60,16,17184,65728,191,17,0,7160,65728,60,16,14320,65728,184,20,3534
7160,65728,60,16,14320,65728,184,20,1,7160,65728,60,16,12888,65728,171,23,3643
7160,65728,60,16,12888,65728,171,23,1,2864,65728,62,11,21480,65728,166,23,3643
2864,65728,62,11,21480,65728,166,23,0,2864,65728,63,10,17184,65728,173,20,3603
2864,65728,63,10,17184,65728,173,20,0,5728,65728,60,11,14320,65728,176,18,4181
5728,65728,60,11,14320,65728,176,18,1,2864,65728,57,12,12720,65728,172,18,4043
2864,65728,57,12,12720,65728,172,18,0,11456,65728,58,10,9856,65728,167,19,3893
11456,65728,58,10,9856,65728,167,19,1,11456,65728,58,10,8424,65728,174,18,3717
11456,65728,58,10,8424,65728,174,18,1,7160,65728,60,8,9856,65728,177,17,3717
7160,65728,60,8,9856,65728,177,17,0,7160,65728,61,7,5728,65728,173,18,3033
7160,65728,61,7,5728,65728,173,18,0,7160,65728,61,7,2864,65728,168,19,2577
7160,65728,61,7,2864,65728,168,19,0,21312,65728,78,20,2864,65728,168,19,2590
21312,65728,78,20,2864,65728,168,19,1,21312,65728,78,20,10024,65728,168,19,2751
21312,65728,78,20,10024,65728,168,19,1,18448,65728,81,18,5728,65728,130,39,2832
18448,65728,81,18,5728,65728,130,39,0,21312,65728,75,20,1432,65728,123,29,3670
21312,65728,75,20,1432,65728,123,29,0,18448,65728,93,23,1432,65728,123,29,4228
18448,65728,93,23,1432,65728,123,29,0,22744,65728,93,23,1432,65728,128,27,4508
22744,65728,93,23,1432,65728,128,27,1,15584,65728,127,37,2864,65728,128,27,4508
15584,65728,127,37,2864,65728,128,27,1,15584,65728,127,37,4296,65728,112,37,4672
15584,65728,127,37,4296,65728,112,37,1,8592,65728,141,35,14320,65728,102,38,3921
8592,65728,141,35,14320,65728,102,38,1,8592,65728,141,35,14152,65728,98,26,3403
8592,65728,141,35,14152,65728,98,26,1,1432,65728,148,21,14152,65728,94,24,3117
1432,65728,148,21,14152,65728,94,24,1,1432,65728,148,21,14152,65728,103,22,3117
1432,65728,148,21,14152,65728,103,22,1,1432,65728,148,21,27208,65728,110,19,3259
1432,65728,148,21,27208,65728,110,19,0,0,65728,139,39,24344,65728,121,26,19580
0,65728,139,39,24344,65728,121,26,0,2864,65728,139,39,21480,65728,122,21,30445
2864,65728,139,39,21480,65728,122,21,1,0,65728,122,47,21480,65728,139,27,30798
0,65728,122,47,21480,65728,139,27,0,2864,65728,122,47,18616,65728,138,22,27427
2864,65728,122,47,18616,65728,138,22,0,4296,65728,107,51,14320,65728,151,24,25742
4296,65728,107,51,14320,65728,151,24,1,0,65728,90,44,14320,65728,157,24,15190
0,65728,90,44,14320,65728,157,24,0,4296,65728,90,44,10024,65728,181,35,8155
4296,65728,90,44,10024,65728,181,35,1,1432,65728,87,36,10024,65728,191,37,4638
1432,65728,87,36,10024,65728,191,37,1,1432,65728,87,36,17184,65728,207,35,4016
1432,65728,87,36,17184,65728,207,35,0,4296,65728,87,36,14152,65728,182,43,3602
4296,65728,87,36,14152,65728,182,43,1,2864,65728,93,33,14152,65728,182,43,2910
2864,65728,93,33,14152,65728,182,43,1,0,65728,82,36,28472,65728,182,43,2586
0,65728,82,36,28472,65728,182,43,0,2864,65728,82,36,21312,65728,165,32,2425
2864,65728,82,36,21312,65728,165,32,0,0,65728,59,34,21312,65728,165,32,3047
0,65728,59,34,21312,65728,165,32,0,2864,65728,59,34,14320,65728,167,23,2794
2864,65728,59,34,14320,65728,167,23,0,4128,65728,49,29,11456,65728,171,22,2556
4128,65728,49,29,11456,65728,171,22,0,2864,65728,53,20,8592,65728,174,20,2334
2864,65728,53,20,8592,65728,174,20,0,2864,65728,42,21,8592,65728,174,20,12749
2864,65728,42,21,8592,65728,174,20,0,5728,65728,42,21,1432,65728,192,23,19692
5728,65728,42,21,1432,65728,192,23,0,2864,65728,39,12,1432,65728,192,23,12612
2864,65728,39,12,1432,65728,192,23,0,29904,65728,43,13,1432,65728,192,23,5577
29904,65728,43,13,1432,65728,192,23,1,27040,65728,42,11,1432,65728,176,34,2194
27040,65728,42,11,1432,65728,176,34,1,22744,65728,55,18,5728,65728,176,34,2283
22744,65728,55,18,5728,65728,176,34,1,19880,65728,61,20,5728,65728,158,44,2328
19880,65728,61,20,5728,65728,158,44,0,24176,65728,61,20,1432,65728,130,49,3213
24176,65728,61,20,1432,65728,130,49,0,18448,65728,95,34,1432,65728,130,49,3803
18448,65728,95,34,1432,65728,130,49,0,22744,65728,95,34,1432,65728,130,37,4099
22744,65728,95,34,1432,65728,130,37,1,15584,65728,139,49,2864,65728,130,37,4099
15584,65728,139,49,2864,65728,130,37,1,15584,65728,139,49,4296,65728,122,36,3526
15584,65728,139,49,4296,65728,122,36,1,8592,65728,178,48,4296,65728,115,34,3617
8592,65728,178,48,4296,65728,115,34,1,8592,65728,178,48,14320,65728,111,27,3741
8592,65728,178,48,14320,65728,111,27,1,1432,65728,193,30,14152,65728,106,26,4472
1432,65728,193,30,14152,65728,106,26,1,1432,65728,193,30,14152,65728,97,23,4854
1432,65728,193,30,14152,65728,97,23,1,1432,65728,193,30,12716,65728,93,22,5045
1432,65728,193,30,12716,65728,93,22,1,0,65728,201,31,28472,65728,93,22,5045
0,65728,201,31,28472,65728,93,22,0,4296,65728,201,31,24176,65728,117,34,5045
4296,65728,201,31,24176,65728,117,34,1,1432,65728,184,41,24344,65728,119,28,5045
1432,65728,184,41,24344,65728,119,28,0,2696,65728,169,46,20048,65728,137,32,3984
2696,65728,169,46,20048,65728,137,32,1,2696,65728,169,46,18616,65728,138,18,3276
