32768,65728,82,15,0,65728,81,29,0,25776,65728,109,28,0,65728,81,29,13747
25776,65728,109,28,0,65728,81,29,1,20048,65728,122,27,6992,65728,81,29,13747
20048,65728,122,27,6992,65728,81,29,1,20048,65728,122,27,7160,65728,66,24,10815
20048,65728,122,27,7160,65728,66,24,1,4296,65728,118,18,12888,65728,66,24,8288
4296,65728,118,18,12888,65728,66,24,1,4296,65728,118,18,10024,65728,66,11,5564
4296,65728,118,18,10024,65728,66,11,1,0,65728,129,20,7160,65728,66,7,4463
0,65728,129,20,7160,65728,66,7,1,0,65728,129,20,25776,65728,66,4,4009
0,65728,129,20,25776,65728,66,4,1,0,65728,129,20,25608,65728,45,18,3722
0,65728,129,20,25608,65728,45,18,1,0,65728,129,20,24176,65728,52,14,3531
0,65728,129,20,24176,65728,52,14,0,7160,65728,129,20,18448,65728,56,12,3436
7160,65728,129,20,18448,65728,56,12,0,8592,65728,99,38,10024,65728,80,24,3436
8592,65728,99,38,10024,65728,80,24,0,6992,65728,89,24,4296,65728,92,24,4397
6992,65728,89,24,4296,65728,92,24,0,8424,65728,69,31,1432,65728,116,35,5038
8424,65728,69,31,1432,65728,116,35,0,0,65728,61,19,1432,65728,116,35,5004
0,65728,61,19,1432,65728,116,35,0,0,65728,61,19,1432,65728,116,35,4768
0,65728,61,19,1432,65728,116,35,1,0,65728,61,19,32936,65728,116,35,4650
0,65728,61,19,32936,65728,116,35,1,0,65728,61,19,27040,65728,89,36,4324
0,65728,61,19,27040,65728,89,36,1,0,65728,61,19,25608,65728,76,32,4107
0,65728,61,19,25608,65728,76,32,1,0,65728,61,19,32768,65728,76,32,3999
0,65728,61,19,32768,65728,76,32,1,0,65728,61,19,25608,65728,88,15,3999
0,65728,61,19,25608,65728,88,15,1,0,65728,61,19,28472,65728,89,13,3999
0,65728,61,19,28472,65728,89,13,1,0,65728,61,19,31336,65728,89,13,3999
0,65728,61,19,31336,65728,89,13,0,1264,65728,48,23,17184,65728,114,17,3935
1264,65728,48,23,17184,65728,114,17,0,0,65728,46,15,17184,65728,114,17,4214
0,65728,46,15,17184,65728,114,17,0,7160,65728,46,15,2864,65728,136,17,4407
7160,65728,46,15,2864,65728,136,17,0,7160,65728,53,13,2864,65728,136,17,4261
7160,65728,53,13,2864,65728,136,17,0,1432,65728,55,15,0,65728,134,24,3793
1432,65728,55,15,0,65728,134,24,0,1432,65728,55,15,0,65728,134,24,3509
1432,65728,55,15,0,65728,134,24,0,34200,65728,55,15,0,65728,134,24,3409
34200,65728,55,15,0,65728,134,24,0,25608,65728,35,23,0,65728,134,24,2406
25608,65728,35,23,0,65728,134,24,0,32768,65728,35,23,0,65728,134,24,1738
32768,65728,35,23,0,65728,134,24,1,18448,65728,51,16,7160,65728,134,24,1404
18448,65728,51,16,7160,65728,134,24,1,18448,65728,51,16,5728,65728,113,27,2433
18448,65728,51,16,5728,65728,113,27,1,18448,65728,51,16,1432,65728,102,26,3119
11456,65728,84,31,4128,65728,90,32,1,4296,65728,100,26,5560,65728,90,32,10839
18448,65728,51,16,1432,65728,102,26,1,11456,65728,84,31,4128,65728,90,32,7888
4296,65728,100,26,5560,65728,90,32,1,4296,65728,100,26,5728,65728,72,28,7822
4296,65728,100,26,5728,65728,72,28,1,4296,65728,100,26,25776,65728,63,24,4827
4296,65728,100,26,25776,65728,63,24,0,5728,65728,122,34,17184,65728,64,12,2662
5728,65728,122,34,17184,65728,64,12,0,8592,65728,109,31,11456,65728,64,7,2217
8592,65728,109,31,11456,65728,64,7,1,0,65728,74,40,9856,65728,86,21,35886
0,65728,74,40,9856,65728,86,21,0,7160,65728,74,40,4296,65728,89,20,58480
7160,65728,74,40,4296,65728,89,20,0,21312,65728,50,36,4296,65728,89,20,39500
21312,65728,50,36,4296,65728,89,20,0,1432,65728,72,28,0,65728,102,34,19131
1432,65728,72,28,0,65728,102,34,0,1432,65728,72,28,0,65728,102,34,8916
1432,65728,72,28,0,65728,102,34,1,0,65728,91,40,32768,65728,102,34,4923
0,65728,91,40,32768,65728,102,34,0,7160,65728,91,40,18448,65728,66,25,2301
7160,65728,91,40,18448,65728,66,25,1,0,65728,62,39,24176,65728,66,25,4014
0,65728,62,39,24176,65728,66,25,1,0,65728,62,39,18444,65728,87,27,6029
0,65728,62,39,18444,65728,87,27,1,0,65728,62,39,18448,65728,98,26,7037
0,65728,62,39,18448,65728,98,26,1,0,65728,62,39,17184,65728,122,28,8885
0,65728,62,39,17184,65728,122,28,0,14152,65728,62,39,10024,65728,117,21,10117
14152,65728,62,39,10024,65728,117,21,1,8424,65728,49,34,8592,65728,111,14,10733
8424,65728,49,34,8592,65728,111,14,0,8592,65728,45,18,2864,65728,101,18,10530
8592,65728,45,18,2864,65728,101,18,0,8424,65728,51,14,0,65728,100,19,8687
8424,65728,51,14,0,65728,100,19,0,25776,65728,61,31,0,65728,100,19,6581
