8424,65728,84,13,10024,65728,118,18,1,4128,65728,83,19,17184,65728,118,18,3933
4128,65728,83,19,17184,65728,118,18,0,14320,65728,79,15,2864,65728,120,16,3415
14320,65728,79,15,2864,65728,120,16,1,7160,65728,65,18,10024,65728,108,19,3129
7160,65728,65,18,10024,65728,108,19,1,0,65728,76,17,7160,65728,91,17,4605
0,65728,76,17,7160,65728,91,17,1,0,65728,76,17,25776,65728,85,15,5623
0,65728,76,17,25776,65728,85,15,0,4296,65728,71,18,25776,65728,85,15,6133
4296,65728,71,18,25776,65728,85,15,0,1432,65728,71,14,10024,65728,79,12,6133
1432,65728,71,14,10024,65728,79,12,1,1432,65728,71,14,17016,65728,97,19,6133
1432,65728,71,14,17016,65728,97,19,1,1432,65728,71,14,17184,65728,93,19,7173
1432,65728,71,14,17184,65728,93,19,1,0,65728,83,23,31504,65728,93,19,6970
0,65728,83,23,31504,65728,93,19,0,4296,65728,83,23,24344,65728,96,11,6719
4296,65728,83,23,24344,65728,96,11,1,1432,65728,77,24,21312,65728,92,18,6421
1432,65728,77,24,21312,65728,92,18,1,1432,65728,77,24,19880,65728,84,14,4968
1432,65728,77,24,19880,65728,84,14,1,1432,65728,77,24,19880,65728,82,11,3999
1432,65728,77,24,19880,65728,82,11,1,0,65728,80,21,27040,65728,82,11,3515
0,65728,80,21,27040,65728,82,11,0,11288,65728,80,21,12888,65728,92,9,3515
11288,65728,80,21,12888,65728,92,9,1,4128,65728,69,17,20048,65728,92,9,3515
4128,65728,69,17,20048,65728,92,9,0,11288,65728,69,17,5728,65728,107,14,3307
11288,65728,69,17,5728,65728,107,14,1,8424,65728,73,17,11456,65728,107,14,3169
8424,65728,73,17,11456,65728,107,14,0,15752,65728,74,21,11456,65728,107,14,3799
15752,65728,74,21,11456,65728,107,14,0,27040,65728,74,21,1432,65728,83,22,4265
27040,65728,74,21,1432,65728,83,22,1,19880,65728,67,16,1432,65728,73,27,5330
19880,65728,67,16,1432,65728,73,27,1,19880,65728,67,16,1432,65728,67,22,4573
19880,65728,67,16,1432,65728,67,22,1,17016,65728,71,16,4296,65728,67,22,3976
17016,65728,71,16,4296,65728,67,22,1,14152,65728,75,16,1432,65728,52,23,6315
14152,65728,75,16,1432,65728,52,23,1,14152,65728,75,16,1432,65728,52,23,8165
14152,65728,75,16,1432,65728,52,23,1,9856,65728,96,28,4296,65728,52,23,8734
9856,65728,96,28,4296,65728,52,23,1,5560,65728,115,33,7160,65728,52,23,8496
5560,65728,115,33,7160,65728,52,23,1,5560,65728,115,33,5728,65728,56,18,5295
5560,65728,115,33,5728,65728,56,18,0,1432,65728,135,51,1432,65728,51,15,3240
1432,65728,135,51,1432,65728,51,15,1,0,65728,131,43,22912,65728,52,15,1869
0,65728,131,43,22912,65728,52,15,0,8592,65728,131,43,22912,65728,52,15,1640
8592,65728,131,43,22912,65728,52,15,0,15752,65728,131,43,8592,65728,59,9,1526
15752,65728,131,43,8592,65728,59,9,1,8592,65728,110,35,15584,65728,59,9,1526
8592,65728,110,35,15584,65728,59,9,1,8592,65728,110,35,8592,65728,77,16,1526
8592,65728,110,35,8592,65728,77,16,1,1432,65728,111,20,21480,65728,77,16,2437
1432,65728,111,20,21480,65728,77,16,1,1432,65728,111,20,18448,65728,84,13,3786
1432,65728,111,20,18448,65728,84,13,1,0,65728,118,22,25608,65728,80,15,4584
0,65728,118,22,25608,65728,80,15,0,7160,65728,118,22,17016,65728,86,12,4832
7160,65728,118,22,17016,65728,86,12,0,11456,65728,108,27,11456,65728,89,10,4832
11456,65728,108,27,11456,65728,89,10,0,15584,65728,99,30,2864,65728,92,7,4832
15584,65728,99,30,2864,65728,92,7,1,15584,65728,99,30,7160,65728,97,11,4832
15584,65728,99,30,7160,65728,97,11,1,11288,65728,95,22,5724,65728,85,21,5136
11288,65728,95,22,5724,65728,85,21,1,6992,65728,93,16,18616,65728,85,21,5339
6992,65728,93,16,18616,65728,85,21,0,11288,65728,93,16,2864,65728,61,17,4152
11288,65728,93,16,2864,65728,61,17,1,4296,65728,100,14,5728,65728,61,17,3292
4296,65728,100,14,5728,65728,61,17,1,4296,65728,100,14,27208,65728,61,17,2863
4296,65728,100,14,27208,65728,61,17,0,8592,65728,100,14,20048,65728,52,18,4295
8592,65728,100,14,20048,65728,52,18,1,1432,65728,92,15,17016,65728,48,14,4867
1432,65728,92,15,17016,65728,48,14,1,1432,65728,92,15,19880,65728,65,20,5090
1432,65728,92,15,19880,65728,65,20,1,1432,65728,92,15,20048,65728,72,16,4963
1432,65728,92,15,20048,65728,72,16,1,0,65728,93,13,31504,65728,72,16,4963
0,65728,93,13,31504,65728,72,16,1,0,65728,93,13,28472,65728,84,16,3647
0,65728,93,13,28472,65728,84,16,0,2864,65728,93,13,21312,65728,85,13,2770
2864,65728,93,13,21312,65728,85,13,0,7160,65728,86,17,14152,65728,100,17,2171
7160,65728,86,17,14152,65728,100,17,0,10024,65728,74,21,8424,65728,107,16,2063
10024,65728,74,21,8424,65728,107,16,1,7160,65728,73,17,7160,65728,117,19,2010
7160,65728,73,17,7160,65728,117,19,0,9856,65728,71,12,1432,65728,106,21,2010
9856,65728,71,12,1432,65728,106,21,1,6992,65728,79,17,10024,65728,99,20,2723
6992,65728,79,17,10024,65728,99,20,1,4128,65728,78,14,11456,65728,89,17,3198
4128,65728,78,14,11456,65728,89,17,1,4128,65728,78,14,15752,65728,89,17,3436
4128,65728,78,14,15752,65728,89,17,1,0,65728,91,20,8592,65728,88,16,3436
0,65728,91,20,8592,65728,88,16,1,0,65728,91,20,25776,65728,83,14,4725
0,65728,91,20,25776,65728,83,14,1,0,65728,91,20,24176,65728,74,17,5584
0,65728,91,20,24176,65728,74,17,1,0,65728,91,20,25608,65728,72,12,6014
0,65728,91,20,25608,65728,72,12,0,7160,65728,91,20,17016,65728,81,12,6014
7160,65728,91,20,17016,65728,81,12,1,1432,65728,78,23,18616,65728,93,18,6283
